area_name,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
"Baker County, FL",1,1,1,"11,631","11,225",406,3.5,"52,804",95.3
"Bay County, FL",3,2,1,"87,904","84,286","3,618",4.1,"51,777",93.4
"Bradford County, FL",6,4,0,"11,132","10,751",381,3.4,"45,075",81.3
"Brevard County, FL",2,2,1,"276,377","266,476","9,901",3.6,"57,612",103.9
"Broward County, FL",1,1,1,"1,031,169","995,853","35,316",3.4,"57,200",103.2
"Calhoun County, FL",6,6,0,"4,938","4,725",213,4.3,"38,323",69.1
"Charlotte County, FL",3,2,1,"70,712","67,821","2,891",4.1,"52,724",95.1
"Citrus County, FL",3,2,1,"47,451","44,929","2,522",5.3,"41,556",75.0
"Clay County, FL",1,1,1,"105,706","102,156","3,550",3.4,"62,835",113.4
"Collier County, FL",2,2,1,"177,521","171,288","6,233",3.5,"70,649",127.4
"Columbia County, FL",4,3,0,"29,385","28,259","1,126",3.8,"46,195",83.3
"DeSoto County, FL",6,5,0,"13,694","13,145",549,4.0,"37,233",67.2
"Dixie County, FL",6,7,0,"5,772","5,526",246,4.3,"37,148",67.0
"Duval County, FL",1,1,1,"482,972","465,288","17,684",3.7,"55,733",100.5
"Escambia County, FL",2,2,1,"142,919","137,719","5,200",3.6,"50,644",91.4
"Flagler County, FL",2,2,1,"46,602","44,659","1,943",4.2,"58,975",106.4
"Franklin County, FL",6,6,0,"4,720","4,553",167,3.5,"40,297",72.7
"Gadsden County, FL",2,2,1,"18,356","17,506",850,4.6,"42,259",76.2
"Gilchrist County, FL",2,2,1,"7,021","6,753",268,3.8,"42,186",76.1
"Glades County, FL",6,4,0,"5,221","5,012",209,4.0,"38,680",69.8
"Gulf County, FL",3,2,1,"5,991","5,719",272,4.5,"45,426",81.9
"Hamilton County, FL",6,6,0,"4,366","4,181",185,4.2,"36,299",65.5
"Hardee County, FL",6,3,0,"8,797","8,332",465,5.3,"39,169",70.7
"Hendry County, FL",4,3,0,"15,609","14,639",970,6.2,"44,391",80.1
"Hernando County, FL",1,1,1,"70,560","67,306","3,254",4.6,"45,884",82.8
"Highlands County, FL",3,2,1,"36,444","34,647","1,797",4.9,"39,994",72.1
"Hillsborough County, FL",1,1,1,"735,639","710,221","25,418",3.5,"58,361",105.3
"Holmes County, FL",6,6,0,"6,877","6,601",276,4.0,"38,040",68.6
"Indian River County, FL",3,2,1,"64,872","62,028","2,844",4.4,"58,228",105.0
"Jackson County, FL",6,6,0,"17,221","16,520",701,4.1,"39,545",71.3
"Jefferson County, FL",2,2,1,"5,564","5,351",213,3.8,"46,332",83.6
"Lafayette County, FL",9,12,0,"2,825","2,728",97,3.4,"42,689",77.0
"Lake County, FL",1,1,1,"155,380","149,768","5,612",3.6,"52,447",94.6
"Lee County, FL",2,2,1,"340,936","329,035","11,901",3.5,"56,343",101.6
"Leon County, FL",2,2,1,"153,740","148,467","5,273",3.4,"51,046",92.1
"Levy County, FL",6,6,0,"16,794","16,132",662,3.9,"39,037",70.4
"Liberty County, FL",8,7,0,"2,611","2,507",104,4.0,"40,814",73.6
"Madison County, FL",6,6,0,"7,283","6,994",289,4.0,"38,249",69.0
"Manatee County, FL",2,2,1,"177,851","171,675","6,176",3.5,"59,587",107.5
"Marion County, FL",2,2,1,"135,616","129,674","5,942",4.4,"44,517",80.3
"Martin County, FL",2,2,1,"72,776","70,156","2,620",3.6,"61,592",111.1
"Miami-Dade County, FL",1,1,1,"1,362,691","1,315,474","47,217",3.5,"52,043",93.9
"Monroe County, FL",4,3,0,"45,069","43,899","1,170",2.6,"67,094",121.0
"Nassau County, FL",1,1,1,"40,458","39,138","1,320",3.3,"66,898",120.7
"Okaloosa County, FL",3,2,1,"95,157","92,257","2,900",3.0,"62,779",113.3
"Okeechobee County, FL",4,3,0,"17,692","17,027",665,3.8,"42,258",76.2
"Orange County, FL",1,1,1,"745,550","721,134","24,416",3.3,"58,037",104.7
"Osceola County, FL",1,1,1,"180,406","173,698","6,708",3.7,"50,473",91.1
"Palm Beach County, FL",1,1,1,"726,179","699,716","26,463",3.6,"61,735",111.4
"Pasco County, FL",1,1,1,"233,273","224,130","9,143",3.9,"53,788",97.0
"Pinellas County, FL",1,1,1,"484,489","468,188","16,301",3.4,"52,226",94.2
"Polk County, FL",2,2,1,"298,486","285,973","12,513",4.2,"51,354",92.6
"Putnam County, FL",4,3,0,"26,723","25,403","1,320",4.9,"39,578",71.4
"St. Johns County, FL",1,1,1,"130,005","126,180","3,825",2.9,"81,925",147.8
"St. Lucie County, FL",2,2,1,"142,566","136,183","6,383",4.5,"53,377",96.3
"Santa Rosa County, FL",2,2,1,"81,240","78,497","2,743",3.4,"69,541",125.5
"Sarasota County, FL",2,2,1,"186,958","180,505","6,453",3.5,"61,652",111.2
"Seminole County, FL",1,1,1,"249,896","241,721","8,175",3.3,"67,187",121.2
"Sumter County, FL",3,2,1,"31,285","29,649","1,636",5.2,"55,324",99.8
"Suwannee County, FL",6,6,0,"18,150","17,469",681,3.8,"38,525",69.5
"Taylor County, FL",6,6,0,"8,649","8,314",335,3.9,"42,307",76.3
"Union County, FL",6,4,0,"4,608","4,457",151,3.3,"45,906",82.8
"Volusia County, FL",2,2,1,"252,444","242,811","9,633",3.8,"50,285",90.7
"Wakulla County, FL",2,2,1,"14,724","14,254",470,3.2,"58,203",105.0
"Walton County, FL",3,2,1,"30,972","29,984",988,3.2,"60,973",110.0
"Washington County, FL",6,6,0,"9,746","9,363",383,3.9,"39,225",70.8
Georgia,,,,"5,080,472","4,880,038","200,434",3.9,"58,634",100.0
"Appling County, GA",7,9,0,"9,003","8,616",387,4.3,"42,781",73.0
"Atkinson County, GA",9,10,0,"4,334","4,182",152,3.5,"36,779",62.7
"Bacon County, GA",7,9,0,"5,007","4,818",189,3.8,"38,775",66.1
"Baker County, GA",3,2,1,"1,157","1,096",61,5.3,"38,288",65.3
"Baldwin County, GA",4,5,0,"17,583","16,715",868,4.9,"42,727",72.9
"Banks County, GA",8,6,0,"9,492","9,194",298,3.1,"55,384",94.5
"Barrow County, GA",1,1,1,"39,906","38,596","1,310",3.3,"61,413",104.7
"Bartow County, GA",1,1,1,"49,962","48,075","1,887",3.8,"57,409",97.9
"Ben Hill County, GA",7,8,0,"5,453","5,133",320,5.9,"35,020",59.7
"Berrien County, GA",6,6,0,"7,431","7,122",309,4.2,"39,412",67.2
"Bibb County, GA",3,2,1,"68,732","65,631","3,101",4.5,"41,390",70.6
"Bleckley County, GA",6,6,0,"4,587","4,323",264,5.8,"46,019",78.5
"Brantley County, GA",3,2,1,"7,329","7,002",327,4.5,"41,874",71.4
"Brooks County, GA",3,2,1,"6,929","6,656",273,3.9,"36,354",62.0
"Bryan County, GA",2,2,1,"18,232","17,618",614,3.4,"79,658",135.9
"Bulloch County, GA",4,5,0,"36,878","35,309","1,569",4.3,"43,766",74.6
"Burke County, GA",2,2,1,"9,215","8,656",559,6.1,"42,785",73.0
"Butts County, GA",1,1,1,"10,636","10,204",432,4.1,"48,831",83.3
"Calhoun County, GA",8,7,0,"2,233","2,139",94,4.2,"33,393",57.0
"Camden County, GA",4,3,0,"20,799","19,929",870,4.2,"56,555",96.5
"Candler County, GA",7,9,0,"5,320","5,139",181,3.4,"35,841",61.1
"Carroll County, GA",1,1,1,"54,655","52,470","2,185",4.0,"52,502",89.5
"Catoosa County, GA",2,2,1,"33,304","32,173","1,131",3.4,"55,807",95.2
"Charlton County, GA",6,4,0,"4,782","4,576",206,4.3,"40,499",69.1
"Chatham County, GA",2,2,1,"139,311","134,128","5,183",3.7,"54,165",92.4
"Chattahoochee County, GA",2,2,1,"2,024","1,913",111,5.5,"46,869",79.9
"Chattooga County, GA",6,5,0,"10,441","10,016",425,4.1,"39,513",67.4
"Cherokee County, GA",1,1,1,"134,188","130,011","4,177",3.1,"82,733",141.1
"Clarke County, GA",3,2,1,"60,536","58,133","2,403",4.0,"42,112",71.8
"Clay County, GA",9,12,0,844,781,63,7.5,"30,239",51.6
"Clayton County, GA",1,1,1,"136,452","129,776","6,676",4.9,"46,059",78.6
"Clinch County, GA",6,7,0,"2,747","2,623",124,4.5,"37,593",64.1
"Cobb County, GA",1,1,1,"420,300","405,949","14,351",3.4,"78,603",134.1
"Coffee County, GA",7,8,0,"18,725","17,886",839,4.5,"39,480",67.3
"Colquitt County, GA",6,5,0,"21,425","20,623",802,3.7,"38,633",65.9
"Columbia County, GA",2,2,1,"75,301","72,695","2,606",3.5,"82,184",140.2
"Cook County, GA",6,6,0,"7,807","7,513",294,3.8,"38,827",66.2
"Coweta County, GA",1,1,1,"73,745","71,217","2,528",3.4,"70,974",121.0
"Crawford County, GA",3,2,1,"5,664","5,429",235,4.1,"48,004",81.9
"Crisp County, GA",6,5,0,"9,349","8,898",451,4.8,"36,096",61.6
"Dade County, GA",2,2,1,"8,174","7,876",298,3.6,"48,779",83.2
"Dawson County, GA",1,1,1,"12,194","11,789",405,3.3,"68,835",117.4
"Decatur County, GA",6,5,0,"11,434","10,902",532,4.7,"38,441",65.6
"DeKalb County, GA",1,1,1,"395,355","379,404","15,951",4.0,"63,477",108.3
"Dodge County, GA",6,6,0,"7,126","6,758",368,5.2,"35,636",60.8
"Dooly County, GA",6,6,0,"5,095","4,858",237,4.7,"37,278",63.6
"Dougherty County, GA",3,2,1,"38,394","36,337","2,057",5.4,"38,806",66.2
"Douglas County, GA",1,1,1,"72,492","69,493","2,999",4.1,"60,512",103.2
"Early County, GA",6,6,0,"4,510","4,303",207,4.6,"34,984",59.7
"Echols County, GA",3,2,1,"1,908","1,847",61,3.2,"38,667",65.9
"Effingham County, GA",2,2,1,"30,787","29,785","1,002",3.3,"65,793",112.2
"Elbert County, GA",6,6,0,"7,790","7,417",373,4.8,"39,681",67.7
"Emanuel County, GA",7,9,0,"8,284","7,795",489,5.9,"37,574",64.1
"Evans County, GA",6,6,0,"4,881","4,701",180,3.7,"37,319",63.6
"Fannin County, GA",8,4,0,"11,230","10,786",444,4.0,"43,439",74.1
"Fayette County, GA",1,1,1,"57,325","55,327","1,998",3.5,"95,021",162.1
"Floyd County, GA",3,2,1,"44,146","42,261","1,885",4.3,"44,906",76.6
"Forsyth County, GA",1,1,1,"120,607","116,807","3,800",3.2,"105,921",180.6
"Franklin County, GA",8,6,0,"9,973","9,592",381,3.8,"42,904",73.2
"Fulton County, GA",1,1,1,"551,054","528,836","22,218",4.0,"70,808",120.8
"Gilmer County, GA",6,4,0,"11,927","11,428",499,4.2,"47,757",81.4
"Glascock County, GA",9,12,0,"1,281","1,228",53,4.1,"42,820",73.0
"Glynn County, GA",3,2,1,"39,741","38,277","1,464",3.7,"53,906",91.9
"Gordon County, GA",4,3,0,"27,362","26,310","1,052",3.8,"49,101",83.7
"Grady County, GA",6,6,0,"10,591","10,184",407,3.8,"41,002",69.9
"Greene County, GA",6,4,0,"7,001","6,703",298,4.3,"54,016",92.1
"Gwinnett County, GA",1,1,1,"484,335","467,318","17,017",3.5,"72,008",122.8
"Habersham County, GA",6,5,0,"19,318","18,598",720,3.7,"51,829",88.4
"Hall County, GA",3,2,1,"101,542","98,304","3,238",3.2,"61,631",105.1
"Hancock County, GA",7,8,0,"2,455","2,309",146,5.9,"31,716",54.1
"Haralson County, GA",1,1,1,"12,428","11,950",478,3.8,"47,662",81.3
"Harris County, GA",2,2,1,"16,785","16,216",569,3.4,"74,686",127.4
"Hart County, GA",6,6,0,"11,661","11,238",423,3.6,"47,171",80.4
"Heard County, GA",1,1,1,"5,191","4,990",201,3.9,"46,218",78.8
"Henry County, GA",1,1,1,"114,216","109,509","4,707",4.1,"72,970",124.4
"Houston County, GA",3,2,1,"69,830","67,030","2,800",4.0,"60,728",103.6
"Irwin County, GA",7,9,0,"3,304","3,118",186,5.6,"38,156",65.1
"Jackson County, GA",4,3,0,"36,179","35,069","1,110",3.1,"68,984",117.7
"Jasper County, GA",1,1,1,"6,858","6,618",240,3.5,"51,241",87.4
"Jeff Davis County, GA",7,9,0,"6,047","5,754",293,4.8,"37,211",63.5
"Jefferson County, GA",6,7,0,"6,674","6,321",353,5.3,"38,274",65.3
"Jenkins County, GA",6,6,0,"3,164","2,995",169,5.3,"31,419",53.6
"Johnson County, GA",7,8,0,"4,076","3,916",160,3.9,"34,849",59.4
"Jones County, GA",3,2,1,"13,836","13,333",503,3.6,"55,737",95.1
"Lamar County, GA",1,1,1,"8,168","7,791",377,4.6,"48,323",82.4
"Lanier County, GA",3,2,1,"3,771","3,603",168,4.5,"41,564",70.9
"Laurens County, GA",5,8,0,"19,344","18,417",927,4.8,"42,114",71.8
"Lee County, GA",3,2,1,"14,725","14,200",525,3.6,"66,090",112.7
"Liberty County, GA",3,2,1,"25,717","24,622","1,095",4.3,"47,685",81.3
"Lincoln County, GA",2,2,1,"3,579","3,404",175,4.9,"46,967",80.1
"Long County, GA",3,2,1,"8,006","7,690",316,3.9,"46,428",79.2
"Lowndes County, GA",3,2,1,"51,501","49,411","2,090",4.1,"41,820",71.3
"Lumpkin County, GA",6,4,0,"16,628","16,037",591,3.6,"55,583",94.8
"McDuffie County, GA",2,2,1,"8,873","8,379",494,5.6,"42,768",72.9
"McIntosh County, GA",3,2,1,"6,220","5,973",247,4.0,"42,513",72.5
"Macon County, GA",6,6,0,"4,673","4,384",289,6.2,"32,868",56.1
"Madison County, GA",3,2,1,"13,610","13,131",479,3.5,"51,338",87.6
"Marion County, GA",2,2,1,"3,353","3,180",173,5.2,"39,114",66.7
"Meriwether County, GA",1,1,1,"8,817","8,376",441,5.0,"38,886",66.3
"Miller County, GA",8,7,0,"2,755","2,654",101,3.7,"42,483",72.5
"Mitchell County, GA",6,6,0,"8,324","7,876",448,5.4,"36,788",62.7
"Monroe County, GA",3,2,1,"13,121","12,644",477,3.6,"59,362",101.2
"Montgomery County, GA",9,8,0,"3,837","3,617",220,5.7,"41,834",71.3
"Morgan County, GA",1,1,1,"9,142","8,816",326,3.6,"57,978",98.9
"Murray County, GA",3,2,1,"15,904","15,064",840,5.3,"46,810",79.8
"Muscogee County, GA",2,2,1,"78,351","74,367","3,984",5.1,"46,628",79.5
"Newton County, GA",1,1,1,"51,666","49,358","2,308",4.5,"56,598",96.5
"Oconee County, GA",3,2,1,"19,976","19,387",589,2.9,"99,497",169.7
"Oglethorpe County, GA",3,2,1,"7,086","6,825",261,3.7,"51,105",87.2
"Paulding County, GA",1,1,1,"84,923","82,010","2,913",3.4,"73,309",125.0
"Peach County, GA",3,2,1,"11,793","11,184",609,5.2,"46,525",79.3
"Pickens County, GA",1,1,1,"15,108","14,574",534,3.5,"65,062",111.0
"Pierce County, GA",6,5,0,"8,675","8,348",327,3.8,"44,389",75.7
"Pike County, GA",1,1,1,"8,811","8,495",316,3.6,"66,901",114.1
"Polk County, GA",4,3,0,"18,444","17,671",773,4.2,"43,679",74.5
"Pulaski County, GA",3,2,1,"4,017","3,842",175,4.4,"40,582",69.2
"Putnam County, GA",6,4,0,"8,211","7,804",407,5.0,"51,205",87.3
"Quitman County, GA",9,11,0,821,775,46,5.6,"33,908",57.8
"Rabun County, GA",7,10,0,"7,080","6,798",282,4.0,"44,213",75.4
"Randolph County, GA",6,6,0,"2,468","2,331",137,5.6,"28,298",48.3
"Richmond County, GA",2,2,1,"85,448","81,021","4,427",5.2,"40,168",68.5
"Rockdale County, GA",1,1,1,"44,312","42,360","1,952",4.4,"59,673",101.8
"Schley County, GA",8,5,0,"2,183","2,083",100,4.6,"45,378",77.4
"Screven County, GA",6,6,0,"5,255","4,972",283,5.4,"39,048",66.6
"Seminole County, GA",6,6,0,"3,026","2,865",161,5.3,"36,869",62.9
"Spalding County, GA",1,1,1,"28,417","27,079","1,338",4.7,"43,510",74.2
"Stephens County, GA",7,8,0,"10,892","10,395",497,4.6,"45,850",78.2
"Stewart County, GA",8,6,0,"2,353","2,240",113,4.8,"33,053",56.4
"Sumter County, GA",6,5,0,"12,629","11,880",749,5.9,"37,562",64.1
"Talbot County, GA",8,4,0,"2,817","2,676",141,5.0,"37,265",63.6
"Taliaferro County, GA",8,7,0,565,535,30,5.3,"34,090",58.1
"Tattnall County, GA",6,6,0,"9,630","9,226",404,4.2,"41,440",70.7
"Taylor County, GA",8,7,0,"2,768","2,589",179,6.5,"36,310",61.9
"Telfair County, GA",7,11,0,"4,333","4,043",290,6.7,"34,297",58.5
"Terrell County, GA",3,2,1,"3,553","3,316",237,6.7,"35,290",60.2
"Thomas County, GA",4,5,0,"16,783","15,999",784,4.7,"41,642",71.0
"Tift County, GA",5,8,0,"19,241","18,474",767,4.0,"45,680",77.9
"Toombs County, GA",7,8,0,"11,799","11,115",684,5.8,"37,148",63.4
"Towns County, GA",9,12,0,"3,890","3,672",218,5.6,"45,853",78.2
"Treutlen County, GA",7,9,0,"2,692","2,536",156,5.8,"35,069",59.8
"Troup County, GA",4,3,0,"36,464","35,125","1,339",3.7,"45,234",77.1
"Turner County, GA",6,6,0,"3,156","2,997",159,5.0,"33,261",56.7
"Twiggs County, GA",3,2,1,"2,906","2,735",171,5.9,"42,054",71.7
"Union County, GA",9,12,0,"10,272","9,896",376,3.7,"45,943",78.4
"Upson County, GA",6,3,0,"11,308","10,813",495,4.4,"40,965",69.9
"Walker County, GA",2,2,1,"31,113","29,917","1,196",3.8,"43,767",74.6
"Walton County, GA",1,1,1,"45,479","43,862","1,617",3.6,"65,416",111.6
"Ware County, GA",5,8,0,"15,489","14,883",606,3.9,"38,357",65.4
"Warren County, GA",8,7,0,"2,738","2,603",135,4.9,"38,352",65.4
"Washington County, GA",7,9,0,"7,107","6,752",355,5.0,"39,444",67.3
"Wayne County, GA",6,5,0,"11,334","10,807",527,4.6,"44,607",76.1
"Webster County, GA",8,6,0,993,931,62,6.2,"38,187",65.1
"Wheeler County, GA",9,9,0,"1,657","1,536",121,7.3,"32,691",55.8
"White County, GA",6,6,0,"16,072","15,585",487,3.0,"51,579",88.0
"Whitfield County, GA",3,2,1,"44,754","42,628","2,126",4.8,"47,074",80.3
"Wilcox County, GA",8,6,0,"2,665","2,526",139,5.2,"35,961",61.3
"Wilkes County, GA",6,6,0,"3,802","3,626",176,4.6,"39,361",67.1
"Wilkinson County, GA",8,7,0,"3,822","3,653",169,4.4,"41,036",70.0
"Worth County, GA",3,2,1,"8,898","8,503",395,4.4,"48,708",83.1
Hawaii,,,,"675,184","658,256","16,928",2.5,"80,527",100.0
"Hawaii County, HI",5,8,0,"92,451","89,660","2,791",3.0,"56,383",70.0
"Honolulu County/city, HI",2,2,1,"458,052","446,999","11,053",2.4,"83,695",103.9
"Kauai County, HI",5,8,0,"36,599","35,672",927,2.5,"73,981",91.9
"Maui County, HI",3,2,1,"88,083","85,925","2,158",2.4,"78,503",97.5
Idaho,,,,"857,207","832,286","24,921",2.9,"55,524",100.0
"Ada County, ID",2,2,1,"244,766","238,575","6,191",2.5,"66,827",120.4
"Adams County, ID",9,12,0,"1,719","1,624",95,5.5,"45,311",81.6
"Bannock County, ID",3,2,1,"41,733","40,564","1,169",2.8,"51,300",92.4
"Bear Lake County, ID",9,11,0,"2,856","2,773",83,2.9,"53,780",96.9
"Benewah County, ID",6,7,0,"4,018","3,831",187,4.7,"48,451",87.3
"Bingham County, ID",4,5,0,"23,303","22,657",646,2.8,"50,941",91.7
"Blaine County, ID",7,8,0,"12,336","12,036",300,2.4,"76,113",137.1
"Boise County, ID",2,2,1,"3,388","3,243",145,4.3,"56,837",102.4
"Bonner County, ID",6,5,0,"19,675","18,851",824,4.2,"51,373",92.5
"Bonneville County, ID",3,2,1,"55,200","53,842","1,358",2.5,"60,444",108.9
"Boundary County, ID",7,9,0,"5,265","5,028",237,4.5,"47,118",84.9
"Butte County, ID",3,2,1,"1,363","1,318",45,3.3,"50,050",90.1
"Camas County, ID",9,8,0,688,672,16,2.3,"53,866",97.0
"Canyon County, ID",2,2,1,"100,631","97,447","3,184",3.2,"53,381",96.1
"Caribou County, ID",6,6,0,"3,871","3,761",110,2.8,"61,219",110.3
"Cassia County, ID",7,8,0,"11,783","11,516",267,2.3,"51,804",93.3
"Clark County, ID",9,12,0,381,370,11,2.9,"48,471",87.3
"Clearwater County, ID",6,6,0,"2,916","2,714",202,6.9,"46,417",83.6
"Custer County, ID",8,7,0,"2,186","2,095",91,4.2,"47,682",85.9
"Elmore County, ID",6,5,0,"11,402","11,022",380,3.3,"49,344",88.9
"Franklin County, ID",3,2,1,"6,871","6,720",151,2.2,"58,170",104.8
"Fremont County, ID",6,5,0,"7,776","7,584",192,2.5,"51,155",92.1
"Gem County, ID",2,2,1,"8,054","7,769",285,3.5,"49,857",89.8
"Gooding County, ID",7,9,0,"8,096","7,898",198,2.4,"51,302",92.4
"Idaho County, ID",6,6,0,"6,433","6,128",305,4.7,"40,569",73.1
"Jefferson County, ID",3,2,1,"13,611","13,297",314,2.3,"61,927",111.5
"Jerome County, ID",7,8,0,"11,977","11,667",310,2.6,"54,020",97.3
"Kootenai County, ID",3,2,1,"77,763","74,997","2,766",3.6,"56,188",101.2
"Latah County, ID",4,5,0,"20,185","19,674",511,2.5,"49,538",89.2
"Lemhi County, ID",7,11,0,"3,508","3,349",159,4.5,"44,248",79.7
"Lewis County, ID",8,7,0,"1,620","1,528",92,5.7,"44,911",80.9
"Lincoln County, ID",9,8,0,"2,705","2,611",94,3.5,"50,464",90.9
"Madison County, ID",4,5,0,"21,641","21,262",379,1.8,"41,827",75.3
"Minidoka County, ID",7,8,0,"11,033","10,752",281,2.5,"53,447",96.3
"Nez Perce County, ID",3,2,1,"20,961","20,373",588,2.8,"54,476",98.1
"Oneida County, ID",8,7,0,"2,331","2,279",52,2.2,"52,602",94.7
"Owyhee County, ID",2,2,1,"5,411","5,212",199,3.7,"48,192",86.8
"Payette County, ID",6,5,0,"11,553","11,130",423,3.7,"51,835",93.4
"Power County, ID",6,6,0,"4,080","3,959",121,3.0,"51,921",93.5
"Shoshone County, ID",6,7,0,"5,073","4,776",297,5.9,"36,085",65.0
"Teton County, ID",9,8,0,"6,412","6,264",148,2.3,"68,749",123.8
"Twin Falls County, ID",5,8,0,"40,660","39,542","1,118",2.7,"51,594",92.9
"Valley County, ID",8,6,0,"5,349","5,144",205,3.8,"60,285",108.6
"Washington County, ID",6,6,0,"4,628","4,434",194,4.2,"43,402",78.2
Illinois,,,,"6,463,957","6,184,805","279,152",4.3,"65,063",100.0
"Adams County, IL",5,8,0,"32,935","31,689","1,246",3.8,"55,174",84.8
"Alexander County, IL",3,2,1,"2,070","1,904",166,8.0,"35,249",54.2
"Bond County, IL",1,1,1,"7,809","7,474",335,4.3,"54,800",84.2
"Boone County, IL",2,2,1,"26,624","25,129","1,495",5.6,"74,507",114.5
"Brown County, IL",7,10,0,"2,886","2,812",74,2.6,"55,327",85.0
"Bureau County, IL",7,8,0,"17,510","16,659",851,4.9,"56,099",86.2
"Calhoun County, IL",1,1,1,"2,332","2,210",122,5.2,"56,099",86.2
"Carroll County, IL",7,9,0,"7,484","7,157",327,4.4,"51,963",79.9
"Cass County, IL",6,6,0,"6,138","5,867",271,4.4,"52,486",80.7
"Champaign County, IL",3,2,1,"108,065","103,473","4,592",4.2,"53,251",81.8
"Christian County, IL",6,5,0,"14,822","14,060",762,5.1,"52,936",81.4
"Clark County, IL",6,6,0,"7,804","7,409",395,5.1,"54,092",83.1
"Clay County, IL",7,9,0,"6,687","6,343",344,5.1,"45,427",69.8
"Clinton County, IL",1,1,1,"20,465","19,750",715,3.5,"66,597",102.4
"Coles County, IL",5,8,0,"24,227","23,106","1,121",4.6,"47,291",72.7
"Cook County, IL",1,1,1,"2,602,134","2,494,216","107,918",4.1,"63,347",97.4
"Crawford County, IL",7,9,0,"8,728","8,271",457,5.2,"52,313",80.4
"Cumberland County, IL",9,8,0,"6,106","5,867",239,3.9,"60,572",93.1
"DeKalb County, IL",1,1,1,"55,294","52,902","2,392",4.3,"63,274",97.3
"De Witt County, IL",3,2,1,"7,575","7,200",375,5.0,"55,300",85.0
"Douglas County, IL",6,6,0,"10,305","9,895",410,4.0,"56,976",87.6
"DuPage County, IL",1,1,1,"508,812","492,484","16,328",3.2,"93,540",143.8
"Edgar County, IL",6,6,0,"9,289","8,866",423,4.6,"51,577",79.3
"Edwards County, IL",9,12,0,"2,782","2,660",122,4.4,"51,280",78.8
"Effingham County, IL",7,8,0,"19,207","18,505",702,3.7,"60,773",93.4
"Fayette County, IL",6,4,0,"9,811","9,308",503,5.1,"47,484",73.0
"Ford County, IL",3,2,1,"6,441","6,142",299,4.6,"55,357",85.1
"Franklin County, IL",4,6,0,"16,908","15,884","1,024",6.1,"42,071",64.7
"Fulton County, IL",6,5,0,"15,283","14,355",928,6.1,"51,258",78.8
"Gallatin County, IL",8,7,0,"2,444","2,307",137,5.6,"43,330",66.6
"Greene County, IL",6,4,0,"6,019","5,732",287,4.8,"47,314",72.7
"Grundy County, IL",1,1,1,"25,504","24,284","1,220",4.8,"79,348",122.0
"Hamilton County, IL",7,9,0,"4,482","4,288",194,4.3,"53,028",81.5
"Hancock County, IL",7,8,0,"8,505","8,115",390,4.6,"53,553",82.3
"Hardin County, IL",9,12,0,"1,335","1,234",101,7.6,"41,713",64.1
"Henderson County, IL",9,8,0,"3,664","3,486",178,4.9,"53,632",82.4
"Henry County, IL",2,2,1,"25,120","23,886","1,234",4.9,"58,042",89.2
"Iroquois County, IL",6,4,0,"14,485","13,855",630,4.3,"55,247",84.9
"Jackson County, IL",3,2,1,"28,082","26,831","1,251",4.5,"41,445",63.7
"Jasper County, IL",7,9,0,"4,617","4,391",226,4.9,"54,552",83.8
"Jefferson County, IL",7,8,0,"17,781","16,863",918,5.2,"47,425",72.9
"Jersey County, IL",1,1,1,"10,998","10,474",524,4.8,"59,117",90.9
"Jo Daviess County, IL",6,6,0,"11,056","10,585",471,4.3,"56,832",87.3
"Johnson County, IL",8,6,0,"4,120","3,814",306,7.4,"53,884",82.8
"Kane County, IL",1,1,1,"274,172","260,970","13,202",4.8,"79,834",122.7
"Kankakee County, IL",3,2,1,"55,566","52,565","3,001",5.4,"53,884",82.8
"Kendall County, IL",1,1,1,"68,692","66,235","2,457",3.6,"93,345",143.5
